=== ANALYSIS REPORT ===
Total Chars Scanned: 5,111,365,024
Out-of-Scope Chars Found: 58,237,838
Unique Out-of-Scope Chars: 3,932
Noise Percentage: 1.1394%
=======================

CHAR   | HEX      | COUNT      | NAME
Ǐ      | U+01CF   | 9          | LATIN CAPITAL LETTER I WITH CARON
       | U+008E   | 9          | UNKNOWN_CONTROL_CHAR
Վ      | U+054E   | 9          | ARMENIAN CAPITAL LETTER VEW
˜      | U+02DC   | 9          | SMALL TILDE
行      | U+884C   | 9          | CJK UNIFIED IDEOGRAPH-884C
ᴏ      | U+1D0F   | 9          | LATIN LETTER SMALL CAPITAL O
ි      | U+0DD2   | 9          | SINHALA VOWEL SIGN KETTI IS-PILLA
上      | U+4E0A   | 9          | CJK UNIFIED IDEOGRAPH-4E0A
Κ      | U+039A   | 9          | GREEK CAPITAL LETTER KAPPA
ɴ      | U+0274   | 9          | LATIN LETTER SMALL CAPITAL N
简      | U+7B80   | 9          | CJK UNIFIED IDEOGRAPH-7B80
💊      | U+1F48A  | 9          | PILL
ۥ      | U+06E5   | 9          | ARABIC SMALL WAW
ખ      | U+0A96   | 9          | GUJARATI LETTER KHA
版      | U+7248   | 9          | CJK UNIFIED IDEOGRAPH-7248
ᴜ      | U+1D1C   | 9          | LATIN LETTER SMALL CAPITAL U
Ÿ      | U+0178   | 9          | LATIN CAPITAL LETTER Y WITH DIAERESIS
ぽ      | U+307D   | 9          | HIRAGANA LETTER PO
え      | U+3048   | 9          | HIRAGANA LETTER E
ぴ      | U+3074   | 9          | HIRAGANA LETTER PI
𝗥      | U+1D5E5  | 9          | MATHEMATICAL SANS-SERIF BOLD CAPITAL R
𝐬      | U+1D42C  | 9          | MATHEMATICAL BOLD SMALL S
Ď      | U+010E   | 9          | LATIN CAPITAL LETTER D WITH CARON
⬤      | U+2B24   | 9          | BLACK LARGE CIRCLE
ٗ      | U+0657   | 9          | ARABIC INVERTED DAMMA
Ć      | U+0106   | 9          | LATIN CAPITAL LETTER C WITH ACUTE
🔽      | U+1F53D  | 9          | DOWN-POINTING SMALL RED TRIANGLE
⚙      | U+2699   | 9          | GEAR
电      | U+7535   | 9          | CJK UNIFIED IDEOGRAPH-7535
🆚      | U+1F19A  | 9          | SQUARED VS
⦿      | U+29BF   | 9          | CIRCLED BULLET
🐥      | U+1F425  | 9          | FRONT-FACING BABY CHICK
ਯ      | U+0A2F   | 9          | GURMUKHI LETTER YA
ۃ      | U+06C3   | 9          | ARABIC LETTER TEH MARBUTA GOAL
ℹ      | U+2139   | 9          | INFORMATION SOURCE
է      | U+0567   | 9          | ARMENIAN SMALL LETTER EH
い      | U+3044   | 9          | HIRAGANA LETTER I
🖊      | U+1F58A  | 9          | LOWER LEFT BALLPOINT PEN
▬      | U+25AC   | 9          | BLACK RECTANGLE
ồ      | U+1ED3   | 8          | LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE
ܪ      | U+072A   | 8          | SYRIAC LETTER RISH
✝      | U+271D   | 8          | LATIN CROSS
Ḥ      | U+1E24   | 8          | LATIN CAPITAL LETTER H WITH DOT BELOW
🌞      | U+1F31E  | 8          | SUN WITH FACE
ア      | U+30A2   | 8          | KATAKANA LETTER A
明      | U+660E   | 8          | CJK UNIFIED IDEOGRAPH-660E
家      | U+5BB6   | 8          | CJK UNIFIED IDEOGRAPH-5BB6
ზ      | U+10D6   | 8          | GEORGIAN LETTER ZEN
🤨      | U+1F928  | 8          | FACE WITH ONE EYEBROW RAISED
😒      | U+1F612  | 8          | UNAMUSED FACE
𝗧      | U+1D5E7  | 8          | MATHEMATICAL SANS-SERIF BOLD CAPITAL T
𝗦      | U+1D5E6  | 8          | MATHEMATICAL SANS-SERIF BOLD CAPITAL S
ଦ      | U+0B26   | 8          | ORIYA LETTER DA
ګ      | U+06AB   | 8          | ARABIC LETTER KAF WITH RING
រ      | U+179A   | 8          | KHMER LETTER RO
🐐      | U+1F410  | 8          | GOAT
ო      | U+10DD   | 8          | GEORGIAN LETTER ON
ル      | U+30EB   | 8          | KATAKANA LETTER RU
名      | U+540D   | 8          | CJK UNIFIED IDEOGRAPH-540D
南      | U+5357   | 8          | CJK UNIFIED IDEOGRAPH-5357
③      | U+2462   | 8          | CIRCLED DIGIT THREE
省      | U+7701   | 8          | CJK UNIFIED IDEOGRAPH-7701
ช      | U+0E0A   | 8          | THAI CHARACTER CHO CHANG
ᴅ      | U+1D05   | 8          | LATIN LETTER SMALL CAPITAL D
ɕ      | U+0255   | 8          | LATIN SMALL LETTER C WITH CURL
⬇      | U+2B07   | 8          | DOWNWARDS BLACK ARROW
🔊      | U+1F50A  | 8          | SPEAKER WITH THREE SOUND WAVES
州      | U+5DDE   | 8          | CJK UNIFIED IDEOGRAPH-5DDE
户      | U+6237   | 8          | CJK UNIFIED IDEOGRAPH-6237
面      | U+9762   | 8          | CJK UNIFIED IDEOGRAPH-9762
ဟ      | U+101F   | 8          | MYANMAR LETTER HA
ี      | U+0E35   | 8          | THAI CHARACTER SARA II
🧬      | U+1F9EC  | 8          | DNA DOUBLE HELIX
ۦ      | U+06E6   | 8          | ARABIC SMALL YEH
ʏ      | U+028F   | 8          | LATIN LETTER SMALL CAPITAL Y
ꜱ      | U+A731   | 8          | LATIN LETTER SMALL CAPITAL S
💡      | U+1F4A1  | 8          | ELECTRIC LIGHT BULB
漢      | U+6F22   | 8          | CJK UNIFIED IDEOGRAPH-6F22
ツ      | U+30C4   | 8          | KATAKANA LETTER TU
ค      | U+0E04   | 8          | THAI CHARACTER KHO KHWAI
ק      | U+05E7   | 8          | HEBREW LETTER QOF
Ī      | U+012A   | 8          | LATIN CAPITAL LETTER I WITH MACRON
ᴛ      | U+1D1B   | 8          | LATIN LETTER SMALL CAPITAL T
ಛ      | U+0C9B   | 8          | KANNADA LETTER CHA
翻      | U+7FFB   | 8          | CJK UNIFIED IDEOGRAPH-7FFB
ョ      | U+30E7   | 8          | KATAKANA LETTER SMALL YO
ở      | U+1EDF   | 8          | LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE
𝐡      | U+1D421  | 8          | MATHEMATICAL BOLD SMALL H
ٞ      | U+065E   | 8          | ARABIC FATHA WITH TWO DOTS
𝙰      | U+1D670  | 8          | MATHEMATICAL MONOSPACE CAPITAL A
𝙽      | U+1D67D  | 8          | MATHEMATICAL MONOSPACE CAPITAL N
ล      | U+0E25   | 8          | THAI CHARACTER LO LING
み      | U+307F   | 8          | HIRAGANA LETTER MI
       | U+2063   | 8          | INVISIBLE SEPARATOR
𝒂      | U+1D482  | 8          | MATHEMATICAL BOLD ITALIC SMALL A
ަ      | U+07A6   | 8          | THAANA ABAFILI
ს      | U+10E1   | 8          | GEORGIAN LETTER SAN
◦      | U+25E6   | 8          | WHITE BULLET
将      | U+5C06   | 8          | CJK UNIFIED IDEOGRAPH-5C06
🍅      | U+1F345  | 8          | TOMATO
軍      | U+8ECD   | 8          | CJK UNIFIED IDEOGRAPH-8ECD
😑      | U+1F611  | 8          | EXPRESSIONLESS FACE
🥶      | U+1F976  | 8          | FREEZING FACE
🏿      | U+1F3FF  | 8          | EMOJI MODIFIER FITZPATRICK TYPE-6
き      | U+304D   | 8          | HIRAGANA LETTER KI
で      | U+3067   | 8          | HIRAGANA LETTER DE
た      | U+305F   | 8          | HIRAGANA LETTER TA
◀      | U+25C0   | 8          | BLACK LEFT-POINTING TRIANGLE
ۇ      | U+06C7   | 8          | ARABIC LETTER U
ਜ਼      | U+0A5B   | 8          | GURMUKHI LETTER ZA
ས      | U+0F66   | 7          | TIBETAN LETTER SA
ۤ      | U+06E4   | 7          | ARABIC SMALL HIGH MADDA
∶      | U+2236   | 7          | RATIO
⠀      | U+2800   | 7          | BRAILLE PATTERN BLANK
ʔ      | U+0294   | 7          | LATIN LETTER GLOTTAL STOP
ặ      | U+1EB7   | 7          | LATIN SMALL LETTER A WITH BREVE AND DOT BELOW
გ      | U+10D2   | 7          | GEORGIAN LETTER GAN
😠      | U+1F620  | 7          | ANGRY FACE
ั      | U+0E31   | 7          | THAI CHARACTER MAI HAN-AKAT
์      | U+0E4C   | 7          | THAI CHARACTER THANTHAKHAT
ะ      | U+0E30   | 7          | THAI CHARACTER SARA A
👔      | U+1F454  | 7          | NECKTIE
🤮      | U+1F92E  | 7          | FACE WITH OPEN MOUTH VOMITING
🙆      | U+1F646  | 7          | FACE WITH OK GESTURE
金      | U+91D1   | 7          | CJK UNIFIED IDEOGRAPH-91D1
🏾      | U+1F3FE  | 7          | EMOJI MODIFIER FITZPATRICK TYPE-5
Υ      | U+03A5   | 7          | GREEK CAPITAL LETTER UPSILON
ଚ      | U+0B1A   | 7          | ORIYA LETTER CA
ビ      | U+30D3   | 7          | KATAKANA LETTER BI
⚔      | U+2694   | 7          | CROSSED SWORDS
ښ      | U+069A   | 7          | ARABIC LETTER SEEN WITH DOT BELOW AND DOT ABOVE
ង      | U+1784   | 7          | KHMER LETTER NGO
ʕ      | U+0295   | 7          | LATIN LETTER PHARYNGEAL VOICED FRICATIVE
Ⓡ      | U+24C7   | 7          | CIRCLED LATIN CAPITAL LETTER R
♪      | U+266A   | 7          | EIGHTH NOTE
↳      | U+21B3   | 7          | DOWNWARDS ARROW WITH TIP RIGHTWARDS
ˆ      | U+02C6   | 7          | MODIFIER LETTER CIRCUMFLEX ACCENT
😤      | U+1F624  | 7          | FACE WITH LOOK OF TRIUMPH
😵      | U+1F635  | 7          | DIZZY FACE
ნ      | U+10DC   | 7          | GEORGIAN LETTER NAR
ら      | U+3089   | 7          | HIRAGANA LETTER RA
と      | U+3068   | 7          | HIRAGANA LETTER TO
里      | U+91CC   | 7          | CJK UNIFIED IDEOGRAPH-91CC
Μ      | U+039C   | 7          | GREEK CAPITAL LETTER MU
ҳ      | U+04B3   | 7          | CYRILLIC SMALL LETTER HA WITH DESCENDER
ය      | U+0DBA   | 7          | SINHALA LETTER YAYANNA
⌨      | U+2328   | 7          | KEYBOARD
🌱      | U+1F331  | 7          | SEEDLING
ộ      | U+1ED9   | 7          | LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW
ứ      | U+1EE9   | 7          | LATIN SMALL LETTER U WITH HORN AND ACUTE
ố      | U+1ED1   | 7          | LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE
Ꭷ      | U+13A7   | 7          | CHEROKEE LETTER KA
Ꮝ      | U+13CD   | 7          | CHEROKEE LETTER S
清      | U+6E05   | 7          | CJK UNIFIED IDEOGRAPH-6E05
❥      | U+2765   | 7          | ROTATED HEAVY BLACK HEART BULLET
的      | U+7684   | 7          | CJK UNIFIED IDEOGRAPH-7684
ท      | U+0E17   | 7          | THAI CHARACTER THO THAHAN
ป      | U+0E1B   | 7          | THAI CHARACTER PO PLA
🌊      | U+1F30A  | 7          | WATER WAVE
ॆ      | U+0946   | 7          | DEVANAGARI VOWEL SIGN SHORT E
🤍      | U+1F90D  | 7          | WHITE HEART
ᴍ      | U+1D0D   | 7          | LATIN LETTER SMALL CAPITAL M
한      | U+D55C   | 7          | HANGUL SYLLABLE HAN
국      | U+AD6D   | 7          | HANGUL SYLLABLE GUG
ไ      | U+0E44   | 7          | THAI CHARACTER SARA AI MAIMALAI
👶      | U+1F476  | 7          | BABY
💻      | U+1F4BB  | 7          | PERSONAL COMPUTER
青      | U+9752   | 7          | CJK UNIFIED IDEOGRAPH-9752
京      | U+4EAC   | 7          | CJK UNIFIED IDEOGRAPH-4EAC
繁      | U+7E41   | 7          | CJK UNIFIED IDEOGRAPH-7E41
ז      | U+05D6   | 7          | HEBREW LETTER ZAYIN
Ц      | U+0426   | 7          | CYRILLIC CAPITAL LETTER TSE
       | U+0093   | 7          | UNKNOWN_CONTROL_CHAR
Η      | U+0397   | 7          | GREEK CAPITAL LETTER ETA
𝗨      | U+1D5E8  | 7          | MATHEMATICAL SANS-SERIF BOLD CAPITAL U
𝐭      | U+1D42D  | 7          | MATHEMATICAL BOLD SMALL T
🖋      | U+1F58B  | 7          | LOWER LEFT FOUNTAIN PEN
👎      | U+1F44E  | 7          | THUMBS DOWN SIGN
ắ      | U+1EAF   | 7          | LATIN SMALL LETTER A WITH BREVE AND ACUTE
ơ      | U+01A1   | 7          | LATIN SMALL LETTER O WITH HORN
✯      | U+272F   | 7          | PINWHEEL STAR
Ἀ      | U+1F08   | 7          | GREEK CAPITAL LETTER ALPHA WITH PSILI
🤕      | U+1F915  | 7          | FACE WITH HEAD-BANDAGE
ǡ      | U+01E1   | 7          | LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON
เ      | U+0E40   | 7          | THAI CHARACTER SARA E
ර      | U+0DBB   | 7          | SINHALA LETTER RAYANNA
ә      | U+04D9   | 7          | CYRILLIC SMALL LETTER SCHWA
ත      | U+0DAD   | 7          | SINHALA LETTER ALPAPRAANA TAYANNA
𝐥      | U+1D425  | 7          | MATHEMATICAL BOLD SMALL L
ս      | U+057D   | 7          | ARMENIAN SMALL LETTER SEH
🍓      | U+1F353  | 7          | STRAWBERRY
📵      | U+1F4F5  | 7          | NO MOBILE PHONES
に      | U+306B   | 7          | HIRAGANA LETTER NI
よ      | U+3088   | 7          | HIRAGANA LETTER YO
り      | U+308A   | 7          | HIRAGANA LETTER RI
       | U+F06C   | 7          | UNKNOWN_CONTROL_CHAR
⊇      | U+2287   | 7          | SUPERSET OF OR EQUAL TO
❆      | U+2746   | 7          | HEAVY CHEVRON SNOWFLAKE
📲      | U+1F4F2  | 7          | MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT
➧      | U+27A7   | 7          | SQUAT BLACK RIGHTWARDS ARROW
๑      | U+0E51   | 7          | THAI DIGIT ONE
ག      | U+0F42   | 6          | TIBETAN LETTER GA
ད      | U+0F51   | 6          | TIBETAN LETTER DA
ầ      | U+1EA7   | 6          | LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE
➖      | U+2796   | 6          | HEAVY MINUS SIGN
🤷      | U+1F937  | 6          | SHRUG
口      | U+53E3   | 6          | CJK UNIFIED IDEOGRAPH-53E3
̲      | U+0332   | 6          | COMBINING LOW LINE
주      | U+C8FC   | 6          | HANGUL SYLLABLE JU
사      | U+C0AC   | 6          | HANGUL SYLLABLE SA
̍      | U+030D   | 6          | COMBINING VERTICAL LINE ABOVE
⁹      | U+2079   | 6          | SUPERSCRIPT NINE
👦      | U+1F466  | 6          | BOY
𝗢      | U+1D5E2  | 6          | MATHEMATICAL SANS-SERIF BOLD CAPITAL O
🛌      | U+1F6CC  | 6          | SLEEPING ACCOMMODATION
❀      | U+2740   | 6          | WHITE FLORETTE
ୋ      | U+0B4B   | 6          | ORIYA VOWEL SIGN O
ୁ      | U+0B41   | 6          | ORIYA VOWEL SIGN U
🤯      | U+1F92F  | 6          | SHOCKED FACE WITH EXPLODING HEAD
ǰ      | U+01F0   | 6          | LATIN SMALL LETTER J WITH CARON
彦      | U+5F66   | 6          | CJK UNIFIED IDEOGRAPH-5F66
ἄ      | U+1F04   | 6          | GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA
🧡      | U+1F9E1  | 6          | ORANGE HEART
Ͻ      | U+03FD   | 6          | GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL
⏺      | U+23FA   | 6          | BLACK CIRCLE FOR RECORD
が      | U+304C   | 6          | HIRAGANA LETTER GA
ﾜ      | U+FF9C   | 6          | HALFWIDTH KATAKANA LETTER WA
縣      | U+7E23   | 6          | CJK UNIFIED IDEOGRAPH-7E23
政      | U+653F   | 6          | CJK UNIFIED IDEOGRAPH-653F
区      | U+533A   | 6          | CJK UNIFIED IDEOGRAPH-533A
🇱      | U+1F1F1  | 6          | REGIONAL INDICATOR SYMBOL LETTER L
ស      | U+179F   | 6          | KHMER LETTER SA
ส      | U+0E2A   | 6          | THAI CHARACTER SO SUA
ါ      | U+102B   | 6          | MYANMAR VOWEL SIGN TALL AA
ව      | U+0DC0   | 6          | SINHALA LETTER VAYANNA
⅓      | U+2153   | 6          | VULGAR FRACTION ONE THIRD
🚆      | U+1F686  | 6          | TRAIN
王      | U+738B   | 6          | CJK UNIFIED IDEOGRAPH-738B
↔      | U+2194   | 6          | LEFT RIGHT ARROW
Ꮎ      | U+13BE   | 6          | CHEROKEE LETTER NA
ઘ      | U+0A98   | 6          | GUJARATI LETTER GHA
港      | U+6E2F   | 6          | CJK UNIFIED IDEOGRAPH-6E2F
Հ      | U+0540   | 6          | ARMENIAN CAPITAL LETTER HO
ἐ      | U+1F10   | 6          | GREEK SMALL LETTER EPSILON WITH PSILI
თ      | U+10D7   | 6          | GEORGIAN LETTER TAN
♘      | U+2658   | 6          | WHITE CHESS KNIGHT
）      | U+FF09   | 6          | FULLWIDTH RIGHT PARENTHESIS
☮      | U+262E   | 6          | PEACE SYMBOL
🏴      | U+1F3F4  | 6          | WAVING BLACK FLAG
ఋ      | U+0C0B   | 6          | TELUGU LETTER VOCALIC R
✊      | U+270A   | 6          | RAISED FIST
🔞      | U+1F51E  | 6          | NO ONE UNDER EIGHTEEN SYMBOL
ٖ      | U+0656   | 6          | ARABIC SUBSCRIPT ALEF
❎      | U+274E   | 6          | NEGATIVE SQUARED CROSS MARK
ბ      | U+10D1   | 6          | GEORGIAN LETTER BAN
◙      | U+25D9   | 6          | INVERSE WHITE CIRCLE
카      | U+CE74   | 6          | HANGUL SYLLABLE KA
Ш      | U+0428   | 6          | CYRILLIC CAPITAL LETTER SHA
ঔ      | U+0994   | 6          | BENGALI LETTER AU
출      | U+CD9C   | 6          | HANGUL SYLLABLE CUL
장      | U+C7A5   | 6          | HANGUL SYLLABLE JANG
지      | U+C9C0   | 6          | HANGUL SYLLABLE JI
🌙      | U+1F319  | 6          | CRESCENT MOON
女      | U+5973   | 6          | CJK UNIFIED IDEOGRAPH-5973
ẩ      | U+1EA9   | 6          | LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE
ủ      | U+1EE7   | 6          | LATIN SMALL LETTER U WITH HOOK ABOVE
𝐫      | U+1D42B  | 6          | MATHEMATICAL BOLD SMALL R
𝐲      | U+1D432  | 6          | MATHEMATICAL BOLD SMALL Y
ʾ      | U+02BE   | 6          | MODIFIER LETTER RIGHT HALF RING
體      | U+9AD4   | 6          | CJK UNIFIED IDEOGRAPH-9AD4
Ա      | U+0531   | 6          | ARMENIAN CAPITAL LETTER AYB
գ      | U+0563   | 6          | ARMENIAN SMALL LETTER GIM
տ      | U+057F   | 6          | ARMENIAN SMALL LETTER TIWN
📣      | U+1F4E3  | 6          | CHEERING MEGAPHONE
ژ      | U+0698   | 6          | ARABIC LETTER JEH
ք      | U+0584   | 6          | ARMENIAN SMALL LETTER KEH
🩺      | U+1FA7A  | 6          | STETHOSCOPE
⟨      | U+27E8   | 6          | MATHEMATICAL LEFT ANGLE BRACKET
⟩      | U+27E9   | 6          | MATHEMATICAL RIGHT ANGLE BRACKET
ා      | U+0DCF   | 6          | SINHALA VOWEL SIGN AELA-PILLA
和      | U+548C   | 6          | CJK UNIFIED IDEOGRAPH-548C
》      | U+300B   | 6          | RIGHT DOUBLE ANGLE BRACKET
ė      | U+0117   | 6          | LATIN SMALL LETTER E WITH DOT ABOVE
ܥ      | U+0725   | 6          | SYRIAC LETTER E
，      | U+FF0C   | 6          | FULLWIDTH COMMA
🤫      | U+1F92B  | 6          | FACE WITH FINGER COVERING CLOSED LIPS
𝒕      | U+1D495  | 6          | MATHEMATICAL BOLD ITALIC SMALL T
⛰      | U+26F0   | 6          | MOUNTAIN
ղ      | U+0572   | 6          | ARMENIAN SMALL LETTER GHAD
神      | U+795E   | 6          | CJK UNIFIED IDEOGRAPH-795E
ᵃ      | U+1D43   | 6          | MODIFIER LETTER SMALL A
ℓ      | U+2113   | 6          | SCRIPT SMALL L
📱      | U+1F4F1  | 6          | MOBILE PHONE
ܒ      | U+0712   | 6          | SYRIAC LETTER BETH
☠      | U+2620   | 6          | SKULL AND CROSSBONES
🍁      | U+1F341  | 6          | MAPLE LEAF
ਏ      | U+0A0F   | 6          | GURMUKHI LETTER EE
◄      | U+25C4   | 6          | BLACK LEFT-POINTING POINTER
🍎      | U+1F34E  | 6          | RED APPLE
𝗙      | U+1D5D9  | 6          | MATHEMATICAL SANS-SERIF BOLD CAPITAL F
ห      | U+0E2B   | 6          | THAI CHARACTER HO HIP
🇿      | U+1F1FF  | 6          | REGIONAL INDICATOR SYMBOL LETTER Z
ड़      | U+095C   | 6          | DEVANAGARI LETTER DDDHA
ਐ      | U+0A10   | 6          | GURMUKHI LETTER AI
わ      | U+308F   | 6          | HIRAGANA LETTER WA
Ꭵ      | U+13A5   | 6          | CHEROKEE LETTER V
∮      | U+222E   | 6          | CONTOUR INTEGRAL
💹      | U+1F4B9  | 6          | CHART WITH UPWARDS TREND AND YEN SIGN
千      | U+5343   | 5          | CJK UNIFIED IDEOGRAPH-5343
‰      | U+2030   | 5          | PER MILLE SIGN
✏      | U+270F   | 5          | PENCIL
♞      | U+265E   | 5          | BLACK CHESS KNIGHT
📷      | U+1F4F7  | 5          | CAMERA
④      | U+2463   | 5          | CIRCLED DIGIT FOUR
Ṣ      | U+1E62   | 5          | LATIN CAPITAL LETTER S WITH DOT BELOW
阿      | U+963F   | 5          | CJK UNIFIED IDEOGRAPH-963F
의      | U+C758   | 5          | HANGUL SYLLABLE YI
➜      | U+279C   | 5          | HEAVY ROUND-TIPPED RIGHTWARDS ARROW
族      | U+65CF   | 5          | CJK UNIFIED IDEOGRAPH-65CF
이      | U+C774   | 5          | HANGUL SYLLABLE I
어      | U+C5B4   | 5          | HANGUL SYLLABLE EO
✿      | U+273F   | 5          | BLACK FLORETTE
🕺      | U+1F57A  | 5          | MAN DANCING
😩      | U+1F629  | 5          | WEARY FACE
🤐      | U+1F910  | 5          | ZIPPER-MOUTH FACE
ุ      | U+0E38   | 5          | THAI CHARACTER SARA U
👻      | U+1F47B  | 5          | GHOST
🚌      | U+1F68C  | 5          | BUS
👕      | U+1F455  | 5          | T-SHIRT
💘      | U+1F498  | 5          | HEART WITH ARROW
🤛      | U+1F91B  | 5          | LEFT-FACING FIST
ځ      | U+0681   | 5          | ARABIC LETTER HAH WITH HAMZA ABOVE
צ      | U+05E6   | 5          | HEBREW LETTER TSADI
🌈      | U+1F308  | 5          | RAINBOW
ɦ      | U+0266   | 5          | LATIN SMALL LETTER H WITH HOOK
ଶ      | U+0B36   | 5          | ORIYA LETTER SHA
ଜ      | U+0B1C   | 5          | ORIYA LETTER JA
ମ      | U+0B2E   | 5          | ORIYA LETTER MA
ସ      | U+0B38   | 5          | ORIYA LETTER SA
𝗶      | U+1D5F6  | 5          | MATHEMATICAL SANS-SERIF BOLD SMALL I
𝘁      | U+1D601  | 5          | MATHEMATICAL SANS-SERIF BOLD SMALL T
📻      | U+1F4FB  | 5          | RADIO
ḫ      | U+1E2B   | 5          | LATIN SMALL LETTER H WITH BREVE BELOW
✰      | U+2730   | 5          | SHADOWED WHITE STAR
ħ      | U+0127   | 5          | LATIN SMALL LETTER H WITH STROKE
Ğ      | U+011E   | 5          | LATIN CAPITAL LETTER G WITH BREVE
